日時,競馬場,レース名,グレード,距離,種別,着順,枠,馬番,馬名,性別,騎手,調教師
2020/3/1/,阪神,阪急杯,GⅢ,1400,芝,14,1,1,ジョイフル,牡,川又賢治,吉村圭司
2020/3/1/,阪神,阪急杯,GⅢ,1400,芝,15,7,15,ニシノラッシュ,牡,松田大作,宮本博
2020/3/1/,阪神,阪急杯,GⅢ,1400,芝,16,8,16,アンヴァル,牝,藤岡佑介,藤岡健一
2020/3/1/,阪神,阪急杯,GⅢ,1400,芝,17,6,11,ロジクライ,牡,岩田康誠,須貝尚介
2020/3/1/,阪神,阪急杯,GⅢ,1400,芝,18,4,8,サフランハート,牡,幸英明,北出成人
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,1,1,2,ダノンスマッシュ,牡,川田将雅,安田隆行
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,2,5,10,ナックビーナス,牝,横山典弘,杉浦宏昭
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,3,1,1,タワーオブロンドン,牡,C.ルメール,藤沢和雄
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,4,3,5,グランドボヌール,牡,城戸義政,鈴木孝志
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,5,3,6,キングハート,牡,北村宏司,星野忍
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,6,6,11,カッパツハッチ,牝,丸山元気,矢野英一
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,7,4,8,ダイメイプリンセス,牝,秋山真一郎,森田直行
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,8,7,14,レジーナフォルテ,牝,杉原誠人,佐藤吉勝
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,9,2,4,ティーハーフ,牡,国分優作,西浦勝一
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,10,5,9,ハウメア,牝,L.ヒューイットソン,藤沢和雄
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,11,7,13,エスターテ,牝,丸田恭介,伊藤伸一
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,12,4,7,エンゲルヘン,牝,石川裕紀人,五十嵐忠男
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,13,6,12,ラブカンプー,牝,F.ミナリク,森田直行
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,14,2,3,ナインテイルズ,牡,野中悠太郎,長谷川浩大
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,15,8,15,ナリタスターワン,牡,笹川翼,須田和伸
2020/3/7/,中山,夕刊フジ賞オーシャンステークス,GⅢ,1200,芝,16,8,16,クールティアラ,牝,津村明秀,矢野英一
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,1,8,13,マルターズディオサ,牝,田辺裕信,手塚貴久
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,2,1,1,クラヴァシュドール,牝,M.デムーロ,中内田充正
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,3,3,4,レシステンシア,牝,北村友一,松下武士
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,4,6,9,イズジョーノキセキ,牝,岩田康誠,石坂公一
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,5,3,3,スマートリアン,牝,幸英明,石橋守
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,6,5,7,ウーマンズハート,牝,藤岡康太,西浦勝一
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,7,6,10,スマイルカナ,牝,丹内祐次,高橋祥泰
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,8,8,14,ピーエムピンコ,牝,和田竜二,和田正一郎
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,9,4,5,チェーンオブラブ,牝,石橋脩,小笠倫弘
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,10,2,2,メデタシメデタシ,牝,坂井瑠星,大久保龍志
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,11,4,6,ショウリュウハル,牝,松若風馬,佐々木晶三
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,12,7,12,フルートフルデイズ,牝,藤岡佑介,浜田多実雄
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,13,7,11,シャンドフルール,牝,武豊,松永幹夫
2020/3/7/,阪神,チューリップ賞,GⅡ,1600,芝,14,5,8,モズアーントモー,牝,松山弘平,森田直行
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,1,1,1,サトノフラッグ,牡,武豊,国枝栄
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,2,7,8,ワーケア,牡,C.ルメール,手塚貴久
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,3,8,10,オーソリティ,牡,L.ヒューイットソン,木村哲也
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,4,5,5,ブラックホール,牡,石川裕紀人,相沢郁
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,5,4,4,オーロアドーネ,牡,三浦皇成,戸田博文
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,6,7,9,アラタ,牡,大野拓弥,和田勇介
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,7,2,2,エンデュミオン,牡,田中勝春,清水久詞
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,8,6,6,ウインカーネリアン,牡,F.ミナリク,鹿戸雄一
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,9,3,3,パンサラッサ,牡,坂井瑠星,矢作芳人
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,10,6,7,メイショウボサツ,牡,横山典弘,西浦勝一
2020/3/8/,中山,報知杯弥生賞ディープインパクト記念,GⅡ,2000,芝,11,8,11,ディヴィナシオン,牡,内田博幸,森秀行
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,1,2,3,フェアリーポルカ,牝,和田竜二,西村真幸
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,2,8,15,リュヌルージュ,牝,団野大成,斉藤崇史
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,3,5,9,エスポワール,牝,M.デムーロ,角居勝彦
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,4,3,5,デンコウアンジュ,牝,柴田善臣,荒川義之
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,5,5,10,レイホーロマンス,牝,石川裕紀人,橋田満
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,6,4,7,レッドアネモス,牝,津村明秀,友道康夫
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,7,3,6,ウインシャトレーヌ,牝,内田博幸,大久保龍志
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,8,6,12,モルフェオルフェ,牝,江田照男,大江原哲
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,8,7,14,ウラヌスチャーム,牝,横山典弘,斎藤誠
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,10,1,2,フィリアプーラ,牝,L.ヒューイットソン,菊沢隆徳
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,11,8,16,ロフティフレーズ,牝,武藤雅,上原博之
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,12,1,1,レッドランディーニ,牝,吉田豊,石坂正
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,13,7,13,ゴージャスランチ,牝,北村宏司,鹿戸雄一
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,14,2,4,メイショウグロッケ,牝,大野拓弥,荒川義之
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,15,4,8,カリビアンゴールド,牝,石橋脩,鮫島一歩
2020/3/14/,中山,ローレル競馬場賞 中山牝馬ステークス,GⅢ,1800,芝,16,6,11,コントラチェック,牝,C.ルメール,藤沢和雄
2020/3/14/,阪神,阪神スプリングジャンプ,J・GⅡ,3900,芝）,1,2,2,オジュウチョウサン,牡,石神深一,和田正一郎
2020/3/14/,阪神,阪神スプリングジャンプ,J・GⅡ,3900,芝）,2,6,6,シングンマイケル,せ,金子光希,大江原哲
